,Company,Action,Industry,Country,tone
644,Kubíček VHS,"['continue', 'operations']",Chemical Industry,USA,1
645,Kubota,"['continue', 'operations']",Logistics & Transport,Luxembourg,1
646,Kubota Corporation,"['continue', 'operations']",Air Transportation,Syria,1
647,KuCoin,"['continue', 'operations']",Chemical Industry,USA,1
648,Kuehne + Nagel AG,"['continue', 'operations']",Automotive,China,1
649,Kuhn SAS,"['continue', 'operations']","Energy, Oil & Gas",India,1
650,Kühne Nagel,"['continue', 'operations']",Electronics,China,1
651,KUKA,"['continue', 'operations']",Construction & Architecture,China,1
652,Kuna,"['continue', 'operations']",Insurance,China,1
653,Kuraray,"['continue', 'operations']","Energy, Oil & Gas",China,1
654,Kurokesu,"['continue', 'operations']",Construction & Architecture,China,1
655,Kverneland Group,"['continue', 'operations']",Logistics & Transport,China,1
656,Kweichow Moutai,"['continue', 'operations']",Aerospace,China,1
657,KWS SAAT,"['continue', 'operations']",Insurance,Switzerland,1
658,KYB Corporation,"['continue', 'operations']",Telecom,Finland,1
659,Kyocera,"['continue', 'operations']",Pharma & Healthcare,India,1
660,Kytary,"['continue', 'operations']",Online Services,USA,1
661,Kyushu Electric Power,"['continue', 'operations']","Energy, Oil & Gas",India,1
662,L'Occitane,"['continue', 'operations']",Insurance,France,1
663,L'Oreal,"['continue', 'operations']",Finance & Payments,Canada,1
664,L’Occitane,"['continue', 'operations']",Industrial Equipment,USA,1
665,L’Oreal,"['continue', 'operations']",Consumer Goods & Clothing,Turkey,1
666,La Lorraine,"['continue', 'operations']",Sport,Italy,1
667,La Mer,"['continue', 'operations']",Electronics,China,1
668,La Prairie,"['continue', 'operations']","Energy, Oil & Gas",USA,1
669,La Redoute,"['continue', 'operations']","Energy, Oil & Gas",Hong Kong,1
670,La Roche-Posay,"['continue', 'operations']",Pharma & Healthcare,United Kingdom,1
671,La Scala,"['continue', 'operations']","Energy, Oil & Gas",UAE,1
672,LAB SERIES,"['continue', 'operations']",Pharma & Healthcare,USA,1
673,Laba,"['continue', 'operations']",Air Transportation,Turkey,1
674,Laboratoire Innotech International,"['continue', 'operations']",Telecom,Germany,1
675,Laboratoire Servier,"['continue', 'operations']",Consulting & Law,Luxembourg,1
676,Laboratoires Pierre Fabre,"['continue', 'operations']",Electronics,USA,1
677,Lacoste,"['continue', 'operations']",Marine Transportation,USA,1
678,LACTALIS,"['continue', 'operations']",Food & Beverages,Italy,1
679,Ladoga,"['continue', 'operations']","Energy, Oil & Gas",Luxembourg,1
680,Lamb Weston,"['continue', 'operations']",Packaging,USA,1
681,Lamborghini,"['continue', 'operations']",Marine Transportation,United Kingdom,1
682,Lamel,"['continue', 'operations']",Consumer Goods & Clothing,UAE,1
683,Lancôme,"['continue', 'operations']",Marine Transportation,Japan,1
684,Land Rover,"['continue', 'operations']",Industrial Equipment,Turkey,1
685,Lanex,"['continue', 'operations']",Food & Beverages,USA,1
686,LAntic Colonial,"['continue', 'operations']",Food & Beverages,Italy,1
687,Lantmännen Unibake,"['continue', 'operations']",Leasing & Rental,Netherlands,1
688,Lanxess,"['continue', 'operations']",Tourism & Travel,Belgium,1
689,Lapp Gruppe,"['continue', 'operations']",Consulting & Law,Germany,1
690,Lars Larsen Group,"['continue', 'operations']",Automotive,France,1
691,Larsen,"['continue', 'operations']",Marine Transportation,Greece,1
692,Larsen & Toubro,"['continue', 'operations']",Consumer Goods & Clothing,France,1
693,Latham & Watkins,"['continue', 'operations']",Defense,Turkey,1
694,Latvijas Gaze,"['continue', 'operations']",Fashion & Leisure,Italy,1
695,Laurens Spethmann,"['continue', 'operations']",Automotive,Denmark,1
696,Lauscha,"['continue', 'operations']",Pharma & Healthcare,India,1
697,Lavazza,"['continue', 'operations']",Industrial Equipment,Germany,1
698,Lavazza Group,"['continue', 'operations']",Electronics,Belarus,1
699,Lawn Tennis Association,"['continue', 'operations']",Public Catering,USA,1
700,LB Ceramics,"['continue', 'operations']",Automotive,China,1
701,LC Waikiki,"['continue', 'operations']",Electronics,Greece,1
702,LCBO,"['continue', 'operations']",IT,USA,1
703,LDA Design,"['continue', 'operations']",Construction & Architecture,Slovenia,1
704,Le Labo,"['continue', 'operations']",Marine Transportation,Greece,1
705,Leadway Technology Limited,"['continue', 'operations']",Electronics,Germany,1
706,Leaflet,"['continue', 'operations']","Energy, Oil & Gas",Estonia,1
707,Lear Corporation,"['continue', 'operations']",Air Transportation,Egypt,1
708,LeasePlan,"['continue', 'operations']",Air Transportation,Israel,1
709,Ledger,"['continue', 'operations']","Energy, Oil & Gas",France,1
710,LEDVANCE,"['continue', 'operations']",Online Services,Germany,1
711,LEELOO,"['continue', 'operations']",Metals & Mining,Greece,1
712,Legal & General,"['continue', 'operations']",Air Transportation,UAE,1
713,Lego,"['continue', 'operations']",Analytics,USA,1
714,Lego Group,"['continue', 'operations']",Defense,China,1
715,Legrand,"['continue', 'operations']",Air Transportation,UAE,1
716,Leica Camera AG,"['continue', 'operations']",Finance & Payments,Germany,1
717,Leica Geosystems,"['continue', 'operations']",Construction & Architecture,Austria,1
718,LEMKEN,"['continue', 'operations']",Finance & Payments,USA,1
719,Lenovo,"['continue', 'operations']",Aerospace,USA,1
720,Leo Burnett,"['continue', 'operations']",IT,USA,1
721,LEO Pharma,"['continue', 'operations']",Defense,Iran,1
722,Leonardo,"['continue', 'operations']",Construction & Architecture,Italy,1
723,Leoni AG,"['continue', 'operations']",Marine Transportation,China,1
724,Leptos Estates,"['continue', 'operations']",Finance & Payments,USA,1
725,Leroy Merlin,"['continue', 'operations']",Construction & Architecture,New Zealand,1
726,Les Ballets de Monte-Carlo,"['continue', 'operations']",Industrial Equipment,Spain,1
727,Lesaffre,"['continue', 'operations']",Food & Beverages,Singapore,1
728,Let’s Enhance,"['continue', 'operations']",Media,USA,1
729,LetyShops,"['continue', 'operations']",IT,USA,1
730,Leuna,"['continue', 'operations']","Energy, Oil & Gas",Taiwan,1
731,Levi Strauss,"['continue', 'operations']",Marine Transportation,United Kingdom,1
732,Levi Strauss&Co,"['continue', 'operations']","Energy, Oil & Gas",France,1
733,Levi's (Levi Strauss & Co.),"['continue', 'operations']",Logistics & Transport,United Kingdom,1
734,Levi’s,"['continue', 'operations']",Electronics,China,1
735,Lexmark,"['continue', 'operations']",Electronics,China,1
736,Lexus,"['continue', 'operations']",Consumer Goods & Clothing,USA,1
737,LG,"['continue', 'operations']",Automotive,China,1
738,LG Electronics,"['continue', 'operations']",Marine Transportation,United Kingdom,1
739,LHV Pank,"['continue', 'operations']",Insurance,Norway,1
740,Li Auto Inc.,"['continue', 'operations']","Energy, Oil & Gas",Iran,1
741,Li-Ning,"['continue', 'operations']","Energy, Oil & Gas",India,1
742,Liberian International Ship & Corporate Registry,"['continue', 'operations']",Manufacturing,USA,1
743,Lidea,"['continue', 'operations']","Energy, Oil & Gas",United Kingdom,1
744,Liebherr,"['continue', 'operations']","Energy, Oil & Gas",Italy,1
745,Lifan,"['continue', 'operations']",Finance & Payments,Germany,1
746,Lifestyle Production Group (LPG),"['continue', 'operations']",Consumer Goods & Clothing,South Korea,1
747,Liftmaterial,"['continue', 'operations']","Energy, Oil & Gas",Slovenia,1
748,Linas Agro Group,"['continue', 'operations']",Air Transportation,Georgia,1
749,Lincoln Electric,"['continue', 'operations']",Consumer Goods & Clothing,Germany,1
750,Lindab,"['continue', 'operations']",Aerospace,Iran,1
751,Linde,"['continue', 'operations']",Sport,Taiwan,1
752,Lindström Group,"['continue', 'operations']",Consumer Goods & Clothing,USA,1
753,Lindt,"['continue', 'operations']",Air Transportation,UAE,1
754,Lindt & Sprüngli,"['continue', 'operations']",cy,Cyprus,1
755,Lindt & Sprüngli Group,"['continue', 'operations']",Automotive,China,1
756,Lindt-Sprungli,"['continue', 'operations']",Food & Beverages,International,1
757,Linear Technology,"['continue', 'operations']",Food & Beverages,Spain,1
758,Lingvist,"['continue', 'operations']",Agriculture,Spain,1
759,Linhardt Gruppe,"['continue', 'operations']",Aerospace,China,1
760,LinkedIn,"['continue', 'operations']",Electronics,USA,1
761,Linklaters,"['continue', 'operations']",Defense,USA,1
762,LINX,"['continue', 'operations']",Industrial Equipment,Germany,1
763,Lipton,"['continue', 'operations']",Food & Beverages,USA,1
764,Lisec,"['continue', 'operations']",Air Transportation,China,1
765,Litasco,"['continue', 'operations']",Aerospace,China,1
766,Little Caesar's,"['continue', 'operations']",Finance & Payments,China,1
767,Little Caesars,"['continue', 'operations']",IT,India,1
768,LiuGong,"['continue', 'operations']",Finance & Payments,India,1
769,Live Nation Entertainment,"['continue', 'operations']",Industrial Equipment,Germany,1
770,Live360,"['continue', 'operations']",Aerospace,USA,1
771,Lladró,"['continue', 'operations']",Chemical Industry,China,1
772,Lloyd's Register,"['continue', 'operations']",Culture & Art,Hungary,1
773,LocalBitcoins,"['continue', 'operations']",Metals & Mining,India,1
774,LOccitane,"['continue', 'operations']","Energy, Oil & Gas",India,1
775,Lockton,"['continue', 'operations']","Energy, Oil & Gas",Japan,1
776,Logicor,"['continue', 'operations']",Consumer Goods & Clothing,Germany,1
777,Logis,"['continue', 'operations']",Automotive,China,1
778,Logitech,"['continue', 'operations']",Insurance,USA,1
779,Lohmann Tierzucht,"['continue', 'operations']",Chemical Industry,Germany,1
780,Lokalise,"['continue', 'operations']",Construction & Architecture,South Korea,1
781,London Metal Exchange,"['continue', 'operations']",Automotive,South Korea,1
782,London Stock Exchange Group,"['continue', 'operations']",Air Transportation,UAE,1
783,Loomis,"['continue', 'operations']","Energy, Oil & Gas",Turkey,1
784,Loongson,"['continue', 'operations']",Metals & Mining,Portugal,1
785,Lorenz Snack-World,"['continue', 'operations']",Manufacturing,Italy,1
786,Lotos,"['continue', 'operations']",Aerospace,USA,1
787,LOTTE,"['continue', 'operations']",Insurance,United Kingdom,1
788,Lotte Confectionery,"['continue', 'operations']",Agriculture,India,1
789,Lotte Corporation,"['continue', 'operations']","Energy, Oil & Gas",India,1
790,Lotte Hotels & Resorts,"['continue', 'operations']",Logistics & Transport,India,1
791,Louis Dreyfus,"['continue', 'operations']",Finance & Payments,India,1
792,Louis Vuitton,"['continue', 'operations']",Finance & Payments,China,1
793,Louis Vuitton Moet Hennessy,"['continue', 'operations']",Conglomerate,China,1
794,Louis Vuitton Moët Hennessy,"['continue', 'operations']",Electronics,USA,1
795,Loulis Mills,"['continue', 'operations']",Electronics,USA,1
796,Lounge Key,"['continue', 'operations']",Sport,Switzerland,1
797,Loyalty Ventures,"['continue', 'operations']",Sport,International,1
798,Loyens & Loeff N.V. Services,"['continue', 'operations']",Hospitality & Real Estate,Luxembourg,1
799,LPP,"['continue', 'operations']",Finance & Payments,Hungary,1
800,"LPP (Reserved, House, Cropp)","['continue', 'operations']",Sport,Hungary,1
801,LPP Group,"['continue', 'operations']",Industrial Equipment,Netherlands,1
802,Lubrizol,"['continue', 'operations']",Association & NGO,France,1
803,LucasArts,"['continue', 'operations']",Aerospace,Iran,1
804,Luchengtech,"['continue', 'operations']",Industrial Equipment,Israel,1
805,Lufthansa,"['continue', 'operations']",Marine Transportation,United Kingdom,1
806,Lufthansa Systems,"['continue', 'operations']","Energy, Oil & Gas",Japan,1
807,Lufthansa Technik,"['continue', 'operations']",Manufacturing,Bulgaria,1
808,Luka Koper,"['continue', 'operations']",Automotive,China,1
809,Lukoil Neftohim Burgas,"['continue', 'operations']",Fashion & Leisure,France,1
810,Lumen,"['continue', 'operations']",Electronics,Belgium,1
811,Lumileds,"['continue', 'operations']",Insurance,Japan,1
812,Lundbeck,"['continue', 'operations']","Energy, Oil & Gas",Netherlands,1
813,Lurkmore,"['continue', 'operations']",Air Transportation,Kuwait,1
814,LUSH,"['continue', 'operations']",Online Trading,China,1
815,Luxoft,"['continue', 'operations']","Energy, Oil & Gas",Japan,1
816,Luxottica,"['continue', 'operations']","Energy, Oil & Gas",Japan,1
817,LVMH,"['continue', 'operations']",Finance & Payments,United Kingdom,1
818,LX Pantos,"['continue', 'operations']",Marine Transportation,Japan,1
819,LyondellBasell,"['continue', 'operations']",Manufacturing,USA,1
820,LyricsTranslate,"['continue', 'operations']",Consumer Goods & Clothing,United Kingdom,1
821,"M. RAUANHEIMO Ab, Oy","['continue', 'operations']",Automotive,Slovakia,1
822,M&G,"['continue', 'operations']",Chemical Industry,Japan,1
823,M&M,"['continue', 'operations']",Defense,Germany,1
824,MAC Cosmetics,"['continue', 'operations']",Consulting & Law,United Kingdom,1
825,MacDonald’s,"['continue', 'operations']",Finance & Payments,Germany,1
826,MacPaw,"['continue', 'operations']",Entertainment,Mexico,1
827,MacPaw (CleanMyMac),"['continue', 'operations']",Defense,China,1
828,Macpuarsa,"['continue', 'operations']",Conglomerate,Saudi Arabia,1
829,Maersk,"['continue', 'operations']","Energy, Oil & Gas",South Korea,1
830,Magna,"['continue', 'operations']",Consumer Goods & Clothing,Turkey,1
831,Magna International,"['continue', 'operations']",Industrial Equipment,China,1
832,Magna Steyr,"['continue', 'operations']",Finance & Payments,Seychelles,1
833,Magneti Marelli,"['continue', 'operations']",Food & Beverages,China,1
834,Mahindra & Mahindra,"['continue', 'operations']","Energy, Oil & Gas",Japan,1
835,Mahle,"['continue', 'operations']",Fashion & Leisure,France,1
836,MAI Insurance Brokers,"['continue', 'operations']",Conglomerate,India,1
837,Mailchimp,"['continue', 'operations']",Construction & Architecture,Czech Republic,1
838,mailtrap,"['continue', 'operations']",Defense,Hong Kong,1
839,Maincast,"['continue', 'operations']",Advertising & PR,USA,1
840,Maire Tecnimonet,"['continue', 'operations']",Hospitality & Real Estate,Cyprus,1
841,Maire Tecnimont,"['continue', 'operations']","Energy, Oil & Gas",Germany,1
842,Maison Martin Margiela,"['continue', 'operations']",Automotive,China,1
843,MaK Caterpillar,"['continue', 'operations']",Consumer Goods & Clothing,China,1
844,MakeMyTrip,"['continue', 'operations']",Marine Transportation,USA,1
845,MakeUpStore,"['continue', 'operations']",Films,USA,1
846,Makita,"['continue', 'operations']",Manufacturing,Australia,1
847,Makrochem SA,"['continue', 'operations']","Energy, Oil & Gas",Switzerland,1
848,Mammoet,"['continue', 'operations']",Insurance,USA,1
849,MAN,"['continue', 'operations']",Finance & Payments,South Korea,1
850,MAN Energy Solutions,"['continue', 'operations']",Chemical Industry,USA,1
851,Manchester United F.C.,"['continue', 'operations']",Electronics,China,1
852,Mango,"['continue', 'operations']","Energy, Oil & Gas",Bulgaria,1
853,Manitou Group,"['continue', 'operations']",Manufacturing,Spain,1
854,Manitowoc,"['continue', 'operations']",Finance & Payments,Hungary,1
855,Mann+Hummel,"['continue', 'operations']",Tourism & Travel,India,1
856,Mannheimer Swartling,"['continue', 'operations']",Manufacturing,Italy,1
857,Manolo Blahnik,"['continue', 'operations']",Conglomerate,Switzerland,1
858,Mansour Group,"['continue', 'operations']",Electronics,USA,1
859,Mantsinen,"['continue', 'operations']",Events & Education,Sweden,1
860,Mapei,"['continue', 'operations']",Advertising & PR,USA,1
861,Marc O'Polo,"['continue', 'operations']",Sport,Taiwan,1
862,Marcegaglia,"['continue', 'operations']",Industrial Equipment,Italy,1
863,Marel,"['continue', 'operations']",Engineering,Sweden,1
864,Mareno,"['continue', 'operations']",Finance & Payments,Luxembourg,1
865,Mariott,"['continue', 'operations']",Marine Transportation,Greece,1
866,Marks & Spencer,"['continue', 'operations']",Automotive,Belarus,1
867,Marmon Group,"['continue', 'operations']",Industrial Equipment,Japan,1
868,Marriott,"['continue', 'operations']",Marine Transportation,Japan,1
869,Mars,"['continue', 'operations']",Finance & Payments,Japan,1
870,"Mars (Snickers, Milky Way, Twix, Pedigree, Eclipse, Orbit и т. д.)","['continue', 'operations']",Industrial Equipment,USA,1
871,Mars Inc.,"['continue', 'operations']",Food & Beverages,USA,1
872,Marsego,"['continue', 'operations']","Energy, Oil & Gas",India,1
873,Marsh McLennan,"['continue', 'operations']",jp,Japan,1
874,Marubeni,"['continue', 'operations']",Electronics,United Kingdom,1
875,Marugame Seimen,"['continue', 'operations']",Aerospace,USA,1
876,Maruti Suzuki,"['continue', 'operations']",Finance & Payments,France,1
877,Marvel,"['continue', 'operations']","Energy, Oil & Gas",India,1
878,Marvell,"['continue', 'operations']",Technology,China,1
879,Mary Kay,"['continue', 'operations']",Media,Germany,1
880,Mashreq Bank,"['continue', 'operations']",Defense,China,1
881,Mashreqbank,"['continue', 'operations']",Electronics,Netherlands,1
882,Mastercard,"['continue', 'operations']","Energy, Oil & Gas",Iran,1
883,Match Group,"['continue', 'operations']",Consulting & Law,Netherlands,1
884,Matches,"['continue', 'operations']","Energy, Oil & Gas",China,1
885,Mattel,"['continue', 'operations']",Defense,China,1
886,Mattermost,"['continue', 'operations']",Packaging,USA,1
887,Maus Frères,"['continue', 'operations']",Logistics & Transport,China,1
888,Mavenir,"['continue', 'operations']",Manufacturing,Finland,1
889,Max Planck Institute,"['continue', 'operations']",Industrial Equipment,Italy,1
890,Maxam,"['continue', 'operations']","Energy, Oil & Gas",India,1
891,Maxima,"['continue', 'operations']",Electronics,USA,1
892,MaxMind,"['continue', 'operations']",Metals & Mining,UAE,1
893,Maxon,"['continue', 'operations']",Finance & Payments,Belgium,1
894,Maxtronic International Co. Ltd,"['continue', 'operations']",Electronics,China,1
895,Maybelline NY,"['continue', 'operations']","Energy, Oil & Gas",Netherlands,1
896,Mayr-Melnhof,"['continue', 'operations']","Energy, Oil & Gas",France,1
897,MAZAK,"['continue', 'operations']",FMCG,Finland,1
898,Mazars,"['continue', 'operations']",Pharma & Healthcare,USA,1
899,Mazda,"['continue', 'operations']",Electronics,Sweden,1
900,MC-Bauchemie,"['continue', 'operations']","Energy, Oil & Gas",Japan,1
901,McAfee,"['continue', 'operations']",Marine Transportation,Norway,1
902,McCain Foods,"['continue', 'operations']",Marine Transportation,Norway,1
903,McCormick,"['continue', 'operations']",Marine Transportation,China,1
904,McDonald's,"['continue', 'operations']",Metals & Mining,UAE,1
905,McDonald’s,"['continue', 'operations']",Manufacturing,Greece,1
906,McKinsey,"['continue', 'operations']",Air Transportation,Iran,1
907,McKinsey & Company,"['continue', 'operations']",IT,USA,1
908,Medela,"['continue', 'operations']","Energy, Oil & Gas",Germany,1
909,Mediterranean Shipping Company,"['continue', 'operations']",Leasing & Rental,Germany,1
910,Medtronic,"['continue', 'operations']",Air Transportation,Turkey,1
911,Megger Group Limited,"['continue', 'operations']","Energy, Oil & Gas",Ireland,1
912,Meggit,"['continue', 'operations']","Energy, Oil & Gas",China,1
913,Meggitt,"['continue', 'operations']",Metals & Mining,United Kingdom,1
914,Megogo,"['continue', 'operations']",Automotive,France,1
915,Meiller,"['continue', 'operations']",Chemical Industry,India,1
916,Melamin,"['continue', 'operations']",Finance & Payments,China,1
917,Melodics,"['continue', 'operations']",Manufacturing,Greece,1
918,MemoQ,"['continue', 'operations']",Construction & Architecture,China,1
919,Menarini Group,"['continue', 'operations']",Defense,China,1
920,Mentor Graphics,"['continue', 'operations']",Marine Transportation,United Kingdom,1
921,Meraki,"['continue', 'operations']",Metals & Mining,South Korea,1
922,Mercedes Benz,"['continue', 'operations']",Construction & Architecture,China,1
923,Mercedes-Benz,"['continue', 'operations']",Luxury,United Kingdom,1
924,Mercedes-Benz Group,"['continue', 'operations']",FMCG,Austria,1
925,Mercedes-Benz Group AG,"['continue', 'operations']",Metals & Mining,Greece,1
926,Mercedes-Benz Mobility,"['continue', 'operations']",Consumer Goods & Clothing,Germany,1
927,Merck,"['continue', 'operations']",Finance & Payments,Finland,1
928,Merck Group,"['continue', 'operations']",Consumer Goods & Clothing,France,1
929,Merck KGaA,"['continue', 'operations']","Energy, Oil & Gas",Croatia,1
930,Mercuri International,"['continue', 'operations']",Air Transportation,Qatar,1
931,Mercury Public Affairs,"['continue', 'operations']","Energy, Oil & Gas",Kazakhstan,1
932,Merrida,"['continue', 'operations']",Defense,USA,1
933,Merz Pharma,"['continue', 'operations']",Consulting & Law,Switzerland,1
934,MessageBird,"['continue', 'operations']",Consumer Goods & Clothing,USA,1
935,Messe Duesseldorf,"['continue', 'operations']",Automotive,Hungary,1
936,Messe Frankfurt,"['continue', 'operations']",Consumer Goods & Clothing,Germany,1
937,Meta,"['continue', 'operations']",Hospitality & Real Estate,USA,1
938,"Meta (Facebook, Instagram)","['continue', 'operations']",Aerospace,Hong Kong,1
939,"Meta Platforms (Facebook, Instagram, Whatsapp)","['continue', 'operations']",Marine Transportation,Cyprus,1
940,Metabowerke,"['continue', 'operations']","Energy, Oil & Gas",India,1
941,Metalac a.d.,"['continue', 'operations']",Utilities & Communal Services,Germany,1
942,Metalift,"['continue', 'operations']",Electronics,Japan,1
943,Metalock Engineering Group,"['continue', 'operations']","Energy, Oil & Gas",Norway,1
944,METAProactive,"['continue', 'operations']",Association & NGO,United Kingdom,1
945,Metinvest,"['continue', 'operations']",Construction & Architecture,Germany,1
946,Metro,"['continue', 'operations']",Engineering,Slovenia,1
947,Metro AG,"['continue', 'operations']",Chemical Industry,Germany,1
948,Metsa,"['continue', 'operations']",Gaming,USA,1
949,Metsä Group,"['continue', 'operations']",Finance & Payments,USA,1
950,Metso Outotec,"['continue', 'operations']",Advertising & PR,USA,1
951,Mettler Toledo,"['continue', 'operations']",Aircraft Industry,Austria,1
952,Michelin,"['continue', 'operations']",Sport,Germany,1
953,Michelin (гастрономический гид),"['continue', 'operations']",Aerospace,China,1
954,Micro Focus,"['continue', 'operations']",Industrial Equipment,Greece,1
955,Microchip Technology,"['continue', 'operations']",Aircraft Industry,Iran,1
956,MicroFocus,"['continue', 'operations']","Energy, Oil & Gas",Japan,1
957,Micron,"['continue', 'operations']",Automotive,China,1
958,Microsoft,"['continue', 'operations']",Electronics,Japan,1
959,Microwave Components Solutions,"['continue', 'operations']",Metals & Mining,Germany,1
960,Midea Group,"['continue', 'operations']",Industrial Equipment,South Korea,1
961,Miele,"['continue', 'operations']",Finance & Payments,South Korea,1
962,Mikenopa,"['continue', 'operations']",Consumer Goods & Clothing,USA,1
963,Mikro Kapital Management S.A.,"['continue', 'operations']",Manufacturing,Switzerland,1
964,Mikrotik,"['continue', 'operations']",Manufacturing,Austria,1
965,Militzer & Münch,"['continue', 'operations']",Sport,Taiwan,1
966,Milk Hydrosan sp. z o.o.,"['continue', 'operations']",Agriculture,Italy,1
967,MilleFleur,"['continue', 'operations']",Defense,Iran,1
968,Milliken & Co,"['continue', 'operations']",Technology,China,1
969,Miltenyi Biotec,"['continue', 'operations']",Consumer Goods & Clothing,France,1
970,Minerva Marine,"['continue', 'operations']",Logistics & Transport,China,1
971,Miniart,"['continue', 'operations']",Automotive,China,1
972,Minsk Automobile Plant (MAZ),"['continue', 'operations']",Defense,Iran,1
973,Mirantis,"['continue', 'operations']",Pharma & Healthcare,China,1
974,Miro,"['continue', 'operations']",Industrial Equipment,China,1
975,MiRO Refinery,"['continue', 'operations']",Events & Education,UAE,1
976,Missoni,"['continue', 'operations']",Aerospace,China,1
977,Mitsuba Corporation,"['continue', 'operations']",Defense,China,1
978,Mitsubishi Corporation,"['continue', 'operations']",Consumer Goods & Clothing,USA,1
979,Mitsubishi Electric,"['continue', 'operations']",Electronics,USA,1
980,Mitsubishi Heavy Industries,"['continue', 'operations']",Electronics,China,1
981,Mitsubishi Logisnext,"['continue', 'operations']",Construction & Architecture,United Kingdom,1
982,Mitsubishi materials corporation,"['continue', 'operations']",Electronics,China,1
983,Mitsubishi Motors,"['continue', 'operations']",Automotive,Hong Kong,1
984,Mitsubishi UFJ Financial Group,"['continue', 'operations']","Energy, Oil & Gas",Slovakia,1
985,Mitsui,"['continue', 'operations']",Marine Transportation,Netherlands,1
986,Mitsui OSK Lines,"['continue', 'operations']","Energy, Oil & Gas",Italy,1
987,Mitsui Sumitomo Insurance Co,"['continue', 'operations']",Electronics,Spain,1
988,Mitutoyo,"['continue', 'operations']",Insurance,Japan,1
989,MIWE,"['continue', 'operations']",Pharma & Healthcare,Bulgaria,1
990,Mizuho Financial Group,"['continue', 'operations']",Association & NGO,Bangladesh,1
991,MM Packaging,"['continue', 'operations']",Aerospace,USA,1
992,Mobatime (Elekon),"['continue', 'operations']",Aerospace,China,1
993,Mobile World Congress,"['continue', 'operations']",Finance & Payments,India,1
994,Mocapor,"['continue', 'operations']","Energy, Oil & Gas",China,1
995,Mockaroo,"['continue', 'operations']",Defense,China,1
996,Mod's Hair,"['continue', 'operations']",Electronics,Switzerland,1
997,Models.com,"['continue', 'operations']",Construction & Architecture,Germany,1
998,Modine Manufacturing,"['continue', 'operations']",Pharma & Healthcare,Germany,1
999,Mohawk Industries,"['continue', 'operations']",Pharma & Healthcare,USA,1
1000,Mohito,"['continue', 'operations']",Finance & Payments,France,1
1001,MOLGroup,"['continue', 'operations']",Marine Transportation,UAE,1
1002,Momentive,"['continue', 'operations']",IT,USA,1
1003,Momondo,"['continue', 'operations']",Alcohol & Tobacco,USA,1
1004,Moncler,"['continue', 'operations']",Insurance,Sweden,1
1005,Mondelez,"['continue', 'operations']",Marine Transportation,Singapore,1
1006,Mondelez - Nabisco,"['continue', 'operations']",Luxury,Switzerland,1
1007,Mondelez International,"['continue', 'operations']","Energy, Oil & Gas",Japan,1
1008,Mondelez International (Oreo),"['continue', 'operations']",Defense,Armenia,1
1009,Mondi,"['continue', 'operations']",Technology,India,1
1010,MoneyGram,"['continue', 'operations']",Industrial Equipment,Bulgaria,1
1011,MongoDB,"['continue', 'operations']","Energy, Oil & Gas",Spain,1
1012,Monki,"['continue', 'operations']",Finance & Payments,China,1
1013,Monotype Imaging,"['continue', 'operations']",Advertising & PR,USA,1
1014,Monroe Energy,"['continue', 'operations']",Association & NGO,Australia,1
1015,Monster Beverage,"['continue', 'operations']",Consumer Goods & Clothing,Germany,1
1016,Monster Energy,"['continue', 'operations']",Automotive,USA,1
1017,Moody's,"['continue', 'operations']",Conglomerate,USA,1
1018,Moody’s,"['continue', 'operations']","Energy, Oil & Gas",Philippines,1
1019,Moog Inc.,"['continue', 'operations']",Logistics & Transport,China,1
1020,Moose Toys,"['continue', 'operations']",Insurance,United Kingdom,1
1021,Morgan Advanced Materials,"['continue', 'operations']",Insurance,United Kingdom,1
1022,Morgan Lewis,"['continue', 'operations']",Marine Transportation,Singapore,1
1023,Morgan Stanley,"['continue', 'operations']",Engineering,Germany,1
1024,Morrisons,"['continue', 'operations']",Electronics,China,1
1025,Mothercare,"['continue', 'operations']",Automotive,USA,1
1026,MotoCMS,"['continue', 'operations']",Logistics & Transport,Netherlands,1
1027,Motorola Solutions,"['continue', 'operations']","Energy, Oil & Gas",Japan,1
1028,Motorsports UK,"['continue', 'operations']",Marine Transportation,China,1
1029,Mozilla Firefox,"['continue', 'operations']",Automotive,USA,1
1030,MPH Group,"['continue', 'operations']",Construction & Architecture,Finland,1
1031,MRPL,"['continue', 'operations']","Energy, Oil & Gas",Canada,1
1032,MS & AD Insurance Group,"['continue', 'operations']",Insurance,USA,1
1033,MSA Safety,"['continue', 'operations']",Air Transportation,Turkey,1
1034,MSC,"['continue', 'operations']",Air Transportation,Turkmenistan,1
1035,MSC Cruises,"['continue', 'operations']",Insurance,United Kingdom,1
1036,MSCI,"['continue', 'operations']",Logistics & Transport,China,1
1037,MSD,"['continue', 'operations']",Insurance,USA,1
1038,MSI,"['continue', 'operations']",Air Transportation,Uzbekistan,1
1039,MSU S.A.,"['continue', 'operations']",Marine Transportation,Monaco,1
1040,Mubadala,"['continue', 'operations']",Automotive,France,1
1041,Mubadala Investment Company,"['continue', 'operations']",Hospitality & Real Estate,China,1
1042,Muehlhan,"['continue', 'operations']",Telecom,USA,1
1043,MultiSearch,"['continue', 'operations']",IT,Finland,1
1044,Munich Philharmonic,"['continue', 'operations']",Pharma & Healthcare,USA,1
1045,Munich Re,"['continue', 'operations']",IT,China,1
