,Company,Action,Industry,Country,tone
1884,Publicis Groupe,"['scaling', 'back']",Online Services,USA,0
1885,PUIG SL,"['scaling', 'back']",Online Services,USA,0
1886,Pull&Bear,"['scaling', 'back']",Electronics,Switzerland,0
1887,Puma,"['scaling', 'back']",Sport,USA,0
1888,Puratos,"['scaling', 'back']","Energy, Oil & Gas",Sweden,0
1889,Pure Storage,"['scaling', 'back']",Pharma & Healthcare,USA,0
1890,Putzmeister,"['scaling', 'back']",Logistics & Transport,Finland,0
1891,PVH,"['scaling', 'back']",Entertainment,USA,0
1892,PVH Corp.,"['scaling', 'back']",Manufacturing,USA,0
1893,PwC,"['scaling', 'back']",Air Transportation,Hungary,0
1894,PwC (PricewaterhouseCoopers),"['scaling', 'back']",Gaming,USA,0
1895,Pyxus,"['scaling', 'back']",IT,USA,0
1896,PZU SA,"['scaling', 'back']",Online Services,USA,0
1897,Qantas Airlines,"['scaling', 'back']","Energy, Oil & Gas",Denmark,0
1898,BSH,"['scaling', 'back', 'or', 'suspending', 'all', 'russian-related', 'business']",Financials,Japan,0
1899,Amada,"['scaling', 'down', 'but', 'still', 'in', 'numerous', 'projects', 'across', 'russia']",Industrials,Japan,0
1900,Amur,"['scaling', 'down', 'operations', 'in', 'russia']",Financials,Sweden,0
1901,Adient,"['searching', 'to', 'replace', 'russian', 'supplies']",Materials,Japan,0
1902,CLINTON,"['seeking', 'exit', 'from', 'russian', 'business']",Materials,Finland,0
1903,CARDIF Insurance company,"['sell', 'all', 'russian', 'investment']",Financials,Netherlands,0
1904,Crawford,"['sell', 'business', 'and', 'viola', 'brand', 'to', 'velcom']",Consumer Staples,Finland,0
1905,Carborundum Universal,"['sell', 'off', 'all', 'of', 'russian', 'shares']",Financials,Sweden,0
1906,Columbia Shipmanagement,"['sell', 'off', 'all', 'russian', 'investments']",Financials,Netherlands,0
1907,Comarch,"['sell', 'off', 'all', 'russian', 'investments']",Financials,Netherlands,0
1908,Conair Corporation,"['sell', 'renault', 'russia', ';', 'transfer', 'moscow', 'factory', 'to', 'city', 'government', 'and', 'partner', 'for', 'local', 'brand', 'production']",Consumer Discretionary,France,0
1909,CONTAINEX,"['sell', 'russian', 'assets', 'to', 'local', 'management', 'and', 'exit', 'completely']",Industrials,France,0
1910,Cloverhost,"['sell', 'russian', 'business', 'to', 'a', 'local', 'enterprise']",Industrials,United States,0
1911,Curve,"['sell', 'russian', 'business', 'to', 'local', 'team', 'and', 'exit', 'market']",Financials,Switzerland,0
1912,Colin's,"['sell', 'russian', 'operations']",Materials,Switzerland,0
1913,Credit Suisse,"['selling', 'russian', 'operations', 'and', 'exiting', 'russia']",Consumer Staples,Lithuania,0
1914,Cleaves,"['separate', 'operations', 'in', 'russia']",Real Estate,United States,0
1915,"Anheuser-Busch InBev (Corona, Hoegaarden, Bud и т. д.)","['shifting', 'energy', 'purchases', 'away', 'from', 'russia']",Utilities,Sweden,0
1916,Bruker's,"['shipments', 'and', 'sales', 'to', 'russia', 'discontinued']",Materials,Sweden,0
1917,Coca-Cola,"['shut', 'down', 'api', 'access', ',', 'block', 'sms', 'and', 'voice', 'traffic', 'to', 'russian', 'carriers']",Information Technology,Netherlands,0
1918,Coral Energy DMCC,"['shut', 'down', 'russian', 'business']",Industrials,United States,0
1919,Booking,"['shut', 'down', 'sales', 'to', 'russia']",Consumer Staples,United States,0
1920,Cisco Systems Inc.,"['shutting', 'down', 'operations', 'in', 'russia']",Information Technology,India,0
1921,Amsted Rail,"['significantly', 'scale', 'back', 'business', 'in', 'russia', ';', 'stop', 'production', ';', 'stop', 'investments']",Industrials,Switzerland,0
1922,Coinbase,"['sold', 'assets', 'and', 'ceased', 'operations', 'in', 'russia']",Industrials,Sweden,0
1923,Corsair,"['sold', 'operations', 'in', 'russia']",Materials,United States,0
1924,3HC Semiconductors,"['some', 'clients', 'no', 'longer', 'supplied', ',', 'others', 'scaled', 'down', ';', 'all', 'russian', 'investments', 'on', 'hold']",Materials,France,0
1925,Международная федерация спортивной стрельбы,"['still', 'allows', 'transactions', 'to', 'russia', 'but', 'introduced', 'more', 'thorough', 'checks']",Financials,Latvia,0
1926,Acer,"['still', 'operating', 'across', '14', 'sites', 'in', 'russia', 'but', 'suspend', 'new', 'investments']",Materials,Germany,2
1927,Alstom,"['still', 'operating', 'in', 'russia', ';', 'no', 'disclosed', 'publicly']",Consumer Discretionary,United States,0
1928,AECOM,"['still', 'operating', 'in', 'russia', ';', 'not', 'disclosed', 'publicly']",Industrials,Germany,0
1929,A-SAFE,"['still', 'operating', 'in', 'russia', ';', 'sanctioned', 'payment', 'methods', 'disabled']",Information Technology,Australia,0
1930,Analog Devices,"['stop', 'accepting', 'new', 'orders', 'from', 'continuing', 'dealer', 'network', 'in', 'russia']",Industrials,United States,0
1931,Brav,"['stop', 'accepting', 'new', 'users', 'in', 'russia']",Information Technology,United States,0
1932,Brilliant Earth,"['stop', 'all', 'activities', 'in', 'russia']",Industrials,France,0
1933,Avivi,"['stop', 'all', 'business', 'activities', 'in', 'russia']",Industrials,Japan,0
1934,Caterpillar,"['stop', 'all', 'deliveries', 'to', 'russia', 'and', 'belarus']",Industrials,Luxembourg,0
1935,Anta Sports,"['stop', 'all', 'deliveries', 'to', 'russia', ';', 'maintain', 'jvs']",Consumer Discretionary,Germany,0
1936,Allianz,"['stop', 'all', 'exports', ',', 'ikea', 'production', ';', 'keep', 'open', 'retail', 'centers', '(', 'mega', ')']",Consumer Discretionary,Netherlands,0
1937,Adamed,"['stop', 'all', 'growth', 'investments', 'and', 'reduce', 'advertisements']",Consumer Staples,Germany,0
1938,AdsKeeper,"['stop', 'all', 'new', 'investments', 'and', 'limit', 'deliveries', 'to', 'essential', 'drugs', 'only']",Health Care,Poland,0
1939,Agrana,"['stop', 'all', 'new', 'investments', 'in', 'russia']",Information Technology,Japan,0
1940,Arbonia,"['stop', 'all', 'new', 'sales', 'of', 'product', 'and', 'services', 'in', 'russia']",Information Technology,United States,0
1941,Bellatrix Energy Ltd.,"['stop', 'all', 'orders', 'from', 'russia']",Industrials,Finland,0
1942,Carnival Cruise Line,"['stop', 'all', 'product', 'shipments']",Information Technology,United States,0
1943,Boosteroid,"['stop', 'all', 'sales', 'to', 'russia']",Consumer Discretionary,Germany,0
1944,Atos,"['stop', 'all', 'sales', 'to', 'russia', '&', 'belarus']",Industrials,Finland,0
1945,Amica,"['stop', 'all', 'sales', 'to', 'russia', 'and', 'shut', 'down', 'cloud', 'operations', 'but', 'some', 'carveouts']",Information Technology,Germany,0
1946,Bitzer SE,"['stop', 'all', 'sales', 'to', 'russia', 'but', 'reserve', 'the', 'right', 'to', 'return']",Industrials,Japan,0
1947,Akrapovič,"['stop', 'all', 'shipments', 'of', 'merchandise', 'to', 'russia']",Industrials,United States,0
1948,Bet365,"['stop', 'business', 'with', 'russia']",Communication Services,United States,0
1949,Cremonini Group,"['stop', 'buying', 'russian', 'oil', 'by', 'the', 'end', 'of', '2022']",Energy,Switzerland,0
1950,Aller Petfood Group A/S,"['stop', 'coal', 'imports', ';', 'lubricants', 'business', 'unchanged']",Energy,Japan,0
1951,Acerinox,"['stop', 'cooperation']",Industrials,Czech Republic,0
1952,AGB Nielsen,"['stop', 'cooperation']",Industrials,Czech Republic,0
1953,Ampol,"['stop', 'deliveries', 'to', 'russia', ';', 'continue', 'manufacturing', 'in', 'russia']",Industrials,Germany,1
1954,Alcatel-Lucent,"['stop', 'direct', 'product', 'shipments', 'into', 'russia', '&', 'belarus', ';', 'no', 'statement', 'about', 'operations', 'inside', 'russia', 'nor', 'about', 'partnerships']",Industrials,United States,0
1955,Amer Sports,"['stop', 'driect', 'sales', 'in', 'russia', 'but', 'continue', 'selling', 'through', 'thrid-parties']",Industrials,United States,1
1956,Aareal Bank,"['stop', 'entering', 'into', 'new', 'russian', 'commodities', 'trading', 'contracts', 'but', 'continue', 'holding', 'substantive', 'russian', 'equity', 'stakes']",Materials,Switzerland,1
1957,Camunda Services GmbH,"['stop', 'exports', 'to', 'russia']",Consumer Discretionary,Germany,0
1958,Barilla,"['stop', 'exports', 'to', 'russia', '&', 'halt', 'investments']",Consumer Discretionary,Sweden,0
1959,Buta Airways,"['stop', 'exports', 'to', 'russia', ',', 'pause', 'sales', 'in', 'russia', 'by', 'franchisers', ',', 'suspend', 'online', 'sales']",Consumer Discretionary,United States,2
1960,Aditya Birla,"['stop', 'further', 'investments']",Industrials,Finland,0
1961,Coca-Cola HBC,"['stop', 'imports', 'of', 'russian', 'crude', 'oil']",Energy,United States,0
1962,Alfa Laval,"['stop', 'in-game', 'commerce', 'for', 'russia']",Consumer Discretionary,United States,0
1963,Международный союз конькобежцев,"['stop', 'investments', '&', 'cut', 'links', 'with', 'other', 'establishments']",Industrials,Belgium,0
1964,BLG Logistics Group,"['stop', 'offering', 'products', 'to', 'russia']",Information Technology,United States,0
1965,AXA Investments Managers,"['stop', 'operations', 'in', 'russia']",Industrials,United States,0
1966,AMCOR,"['stop', 'processing', 'payments', 'to', 'and', 'from', 'russia', '&', 'belarus']",Financials,Finland,0
1967,Andritz,"['stop', 'production', 'at', 'its', 'st.', 'petersburg', 'plant', 'and', 'stop', 'imports', 'of', 'vehicles', ';', 'no', 'statement', 'about', 'retail', 'operations', 'and', 'services', 'inside', 'russia']",Consumer Discretionary,Japan,0
1968,Camozzi Group,"['stop', 'production', 'in', 'russia', ';', 'maintain', 'personnel']",Industrials,Switzerland,0
1969,Citadele Banka,"['stop', 'purchasing', 'services/goods', 'from', 'russian', '&', 'belorussian', 'companies']",Industrials,Poland,0
1970,British Admiralty,"['stop', 'sales', 'of', 'russian', 'products', 'in', 'stores']",Consumer Staples,Germany,0
1971,Beicip-Franlab S.A.,"['stop', 'sales', 'to', 'russia', 'and', 'imports', 'from', 'russia']",Consumer Staples,Finland,0
1972,Aviva,"['stop', 'selling', 'drones', 'in', 'russia']",Information Technology,China,0
1973,ALD Automotive,"['stop', 'shipments', 'to', 'russia', ';', 'maintains', 'services']",Industrials,United States,0
1974,Aruba,"['stop', 'underwriting', 'new', 'insurance', '&', 'stop', 'renewals']",Financials,France,0
1975,Beck & Pollitzer,"['stop', 'wheat', 'orders', 'from', 'russia']",Consumer Staples,Greece,0
1976,Bajaj Auto,"['stop', 'work', 'on', 'projects', 'in', 'russia']",Industrials,United Kingdom,0
1977,Costa Cruises,"['stopped', 'all', 'business', 'in', 'russia', 'and', 'ceased', 'customer', 'interactions', 'and', 'services', 'with', 'all', 'russian', 'accounts', '.']",Information Technology,United States,0
1978,Corteva Agriscience,"['stopped', 'all', 'operations', 'in', 'russia']",Materials,Iceland,0
1979,Agravis Raiffeisen,"['stopped', 'cooperation']",Industrials,Czech Republic,0
1980,Bucher Industries,"['stopped', 'cooperation']",Industrials,Czech Republic,0
1981,Ball Corporation,"['stopped', 'exporting', 'its', 'products', 'to', 'russia', 'or', 'belarus']",Materials,Poland,0
1982,Agricultural Bank of China,"['stopped', 'exports', 'and', 'imports', 'of', 'auto', 'parts', 'to', 'and', 'from', 'russia']",Materials,Japan,0
1983,Bentec,"['stopped', 'exports', 'to', 'russia']",Consumer Staples,Germany,0
1984,China Railway Construction Corporation,"['stopped', 'gas', 'imports']",Utilities,Poland,0
1985,Agrokoncernas,"['stopped', 'inports/exports', 'and', 'stopped', 'all', 'advertising', 'and', 'investments']",Consumer Staples,United Kingdom,0
1986,ANAS,"['stopped', 'new', 'business', 'and', 'investments', '.', 'closed', 'plant']",Materials,Germany,0
1987,AF Holding,"['stopped', 'new', 'investment', 'and', 'technology', 'deployment', 'to', 'our', 'russia', 'operations']",Energy,United States,0
1988,Литнет (Litnet),"['stopped', 'new', 'investment', 'but', 'stays', 'in', 'russia']",Information Technology,France,0
1989,Международная федерация гимнастики,"['stopped', 'new', 'investments']",Materials,Poland,0
1990,Agro-Сhemie Kft.,"['stopped', 'new', 'investments']",Consumer Staples,Poland,0
1991,Accountor,"['stopped', 'new', 'investments', 'and', 'marketing', 'activities', 'in', 'russia']",Consumer Staples,Japan,0
1992,Aerospace Industries Organization,"['stopped', 'new', 'investments', 'and', 'scaled', 'back', 'unspecified', 'operations']",Consumer Staples,United States,0
1993,Air China,"['stopped', 'new', 'investments', ',', 'imports', ',', 'and', 'financing', 'in', 'russia']",Consumer Discretionary,France,0
1994,Adsense,"['stopped', 'new', 'investments/clinical', 'trials', 'in', 'russia']",Health Care,United States,0
1995,Anecoop,"['stopped', 'producing', 'products', 'and', 'projects']",Utilities,Hungary,0
1996,Adidas,"['stopped', 'projects', 'in', 'russia']",Industrials,Iceland,0
1997,Authentic Brands Group - Reebok,"['stopped', 'purchases', 'from', 'russia']",Consumer Discretionary,United States,0
1998,Alticor,"['stopped', 'purchasing', 'russian', 'spot', 'oil']",Energy,Poland,0
1999,Эвертон,"['stopped', 'renewing', 'and', 'underwriting', 'new', 'reinsurance']",Financials,United States,0
2000,Alimentation Couche-Tard,"['stopped', 'sales', 'in', 'russia', 'and', 'belarus', 'except', 'medical', 'equipment', 'and', 'support', 'for', 'electric', 'power', 'generation', 'and', 'transmission']",Industrials,United States,0
2001,Ansell,"['stopped', 'sales', 'to', 'russia']",Industrials,United States,0
2002,Acronis,"['stopped', 'taking', 'new', 'orders', ',', 'still', 'maintaining', 'office', 'in', 'russia']",Industrials,United States,0
2003,BASF SE,"['stopping', 'shipments', 'to', 'russia']",Consumer Staples,Greece,0
2004,Кубок мира Международная федерация лыжного спорта,"['stopping', 'unspecified', 'non-essential', 'business', 'activity']",Health Care,Germany,0
2005,CFL Multimodal,"['stops', 'sales', 'and', 'production', 'in', 'russia', ';', 'transferred', 'ownership', 'of', 'production', 'facilities']",Consumer Staples,Germany,0
2006,Anadolu Efes,"['substantially', 'suspending', 'sales', 'to', 'russia']",Industrials,United States,0
2007,Arthur D. Little,"['successfully', 'completed', 'suspension', 'of', 'all', 'operations']",Consumer Discretionary,United States,2
2008,Amsted Rail Company,"['suspend', '$', '500mm', 'new', 'investment', 'and', 'significant', 'operations', 'and', 'partnerships']",Energy,China,2
2009,Тoyota,"['suspend', 'advertisement']",Health Care,Germany,2
2010,1840 & Company,"['suspend', 'aesthetics', 'operations', ',', 'pause', 'new', 'clinical', 'trials']",Health Care,United States,2
2011,British Standards Institution (BSI),"['suspend', 'all', 'audit', 'and', 'rating', 'analysis']",NGO,United Kingdom,2
2012,British Airways,"['suspend', 'all', 'business', '&', 'stop', 'exports']",Information Technology,Germany,2
2013,Cosym Holding,"['suspend', 'all', 'business', 'activities', 'indefinitely', '&', 'exit', 'russia']",Industrials,Ireland,2
2014,AUMA Riester GmbH,"['suspend', 'all', 'business', 'activity']",Industrials,United States,2
2015,Beko,"['suspend', 'all', 'business', 'activity', 'into', 'russia', '&', 'belarus']",Information Technology,United Kingdom,2
2016,Bentley,"['suspend', 'all', 'business', 'with', 'russia']",Industrials,Germany,2
2017,Aspen Pharmacare,"['suspend', 'all', 'business', 'with', 'russia', '&', 'belarus']",Information Technology,United States,2
2018,Bonava,"['suspend', 'all', 'business', 'with', 'russia', 'and', 'belarus']",Consumer Discretionary,Denmark,2
2019,Arçelik,"['suspend', 'all', 'commercial', 'activities', 'in', 'russia']",Consumer Discretionary,Finland,2
2020,AppQuantum,"['suspend', 'all', 'commercial', 'activities', 'to', 'russian', 'clients']",Information Technology,United States,2
2021,Cannes Lions,"['suspend', 'all', 'cooperation', 'with', 'russia']",Industrials,Czech Republic,2
2022,Ansaldo Energia,"['suspend', 'all', 'deliveries', 'and', 'new', 'sales', 'to', 'russia', ';', 'continue', 'ongoing', 'projects']",Industrials,Finland,1
2023,Breuer-Motoren,"['suspend', 'all', 'exports', 'and', 'sales', 'to', 'russia']",Information Technology,Japan,2
2024,Bybit,"['suspend', 'all', 'exports', 'and', 'services']",Consumer Discretionary,United Kingdom,2
2025,Apleona,"['suspend', 'all', 'flights', 'to', 'and', 'from', 'russia']",Industrials,Malta,2
2026,Abbvie,"['suspend', 'all', 'further', 'investments']",Materials,Germany,2
2027,Bloober Team,"['suspend', 'all', 'future', 'sales']",Information Technology,Japan,2
2028,Canadian Broadcasting Corporation (CBC),"['suspend', 'all', 'imports', 'from', 'russia']",Materials,Norway,2
2029,Canon,"['suspend', 'all', 'installations', ',', 'monetization', 'and', 'marketing', 'support']",Communication Services,United States,2
2030,Международная шахматная федерация,"['suspend', 'all', 'investment', 'projects', 'but', 'continue', 'dairy', 'products', ';', 'suspend', 'imports', 'of', 'evian', 'and', 'alpro', 'products']",Consumer Staples,France,1
2031,Budweiser Budvar,"['suspend', 'all', 'marketing', 'in', 'russia']",Materials,Portugal,2
2032,BP,"['suspend', 'all', 'new', 'downloads', 'and', 'updates', 'of', 'app', 'in', 'russia']",Information Technology,Ukraine,2
2033,Ajax,"['suspend', 'all', 'new', 'investment', 'and', 'non-essential', 'activity']",Health Care,United States,2
2034,Adeo,"['suspend', 'all', 'new', 'investments', 'in', 'russia']",Energy,United States,2
2035,Ahrefs,"['suspend', 'all', 'new', 'investments', 'in', 'russia']",Energy,Denmark,2
2036,Air France,"['suspend', 'all', 'new', 'sales', 'in', 'russia', 'and', 'belarus', ';', 'current', 'services', 'continue']",Information Technology,United States,1
2037,Air Malta,"['suspend', 'all', 'non-essential', 'business', 'activities', ';', 'keep', 'delivering', 'some', 'medicines']",Health Care,United States,2
2038,Ardonagh Group,"['suspend', 'all', 'official', 'site', 'sales', ';', 'turn', 'off', 'select', 'apps', 'and', 'services']",Information Technology,United States,2
2039,Buchen Group,"['suspend', 'all', 'opeartions', 'in', 'russia']",Information Technology,United States,2
2040,Big Fish Games,"['suspend', 'all', 'operations']",Industrials,Sweden,2
2041,Balenciaga (Kering),"['suspend', 'all', 'operations', 'and', 'sales', 'in', 'russia']",Industrials,Denmark,2
2042,Artsana,"['suspend', 'all', 'operations', 'in', 'russia']",Information Technology,Czech Republic,2
